Gene	"Gene synonym"	Uniprot
NKX2-1	"BCH, NKX2A, TITF1, TTF-1, TTF1"	P43699
NKX2-5	"CSX, CSX1, NKX2.5, NKX2E, NKX4-1"	P52952
NKX2-6	"CSX2, NKX4-2"	A6NCS4
NKX3-2	"BAPX1, NKX3.2, NKX3B"	P78367
NKX6-2	"GTX, NKX6.1, NKX6B"	Q9C056
NLGN1	KIAA1070	Q8N2Q7
NLGN3	"ASPGX1, AUTSX1, HNL3, KIAA1480"	Q9NZ94
NLGN4X	"HLNX, KIAA1260, NLGN, NLGN4"	Q8N0W4
NLRC4	"CARD12, CLAN, CLAN1, CLANA, CLANB, CLANC, CLAND, CLR2.1, ipaf"	Q9NPP4
NLRP1	"CARD7, CLR17.1, DEFCAP, DKFZp586O1822, KIAA0926, NAC, NALP1, SLEV1, VAMAS1"	Q9C000
NLRP12	"CLR19.3, Monarch1, NALP12, PAN6, PYPAF7, RNO2"	P59046
NLRP5	"CLR19.8, MATER, NALP5, PAN11, PYPAF8"	P59047
NLRP7	"CLR19.4, NALP7, NOD12, PAN7, PYPAF3"	Q8WX94
NME8	"CILD6, DNAI8, NM23-H8, SPTRX2, TXNDC3"	Q8N427
NMNAT1	"LCA9, NMNAT, PNAT1"	Q9HAN9
NNT		Q13423
NOBOX	"OG2, Og2x"	O60393
NOD2	"BLAU, CARD15, CD, CLR16.3, IBD1, NLRC2, PSORAS1"	Q9HC29
NODAL		Q96S42
NOG	"SYM1, SYNS1"	Q13253
NOL3	"ARC, CARD2, MYP, NOP30"	O60936
NONO	"NMT55, NRB54, P54, P54NRB, PPP1R114"	Q15233
NOP10	"MGC70651, NOLA3, NOP10P"	Q9NPE3
NOP56	"NOL5A, SCA36"	O00567
NOS1AP	"CAPON, KIAA0464"	O75052
NOS3	"ECNOS, eNOS"	P29474
NOTCH1	TAN1	P46531
NOTCH2		Q04721
NOTCH2NLA	"N2N, NOTCH2NL"	Q7Z3S9
NOTCH2NLB		P0DPK3
NOTCH2NLC		P0DPK4
NOTCH3	"CADASIL, CASIL"	Q9UM47
NOVA2	"ANOVA, NOVA-2, NOVA3"	Q9UNW9
NOX1	"GP91-2, MOX1, NOH-1, NOH-1L, NOH1"	Q9Y5S8
NPAS3	"bHLHe12, MOP6, PASD6"	Q8IXF0
NPC1	SLC65A1	O15118
NPC2	"EDDM1, HE1, NP-C2"	P61916
NPHP1	"JBTS4, NPH1, SLSN1"	O15259
NPHP3	"CFAP31, FLJ30691, FLJ36696, KIAA2000, MKS7, NPH3, SLSN3"	Q7Z494
NPHP4	"KIAA0673, POC10, SLSN4"	O75161
NPHS1	"CNF, NPHN"	O60500
NPHS2	"PDCN, SRN1"	Q9NP85
NPM1	"B23, NPM"	P06748
NPPA	"ANP, PND"	P01160
NPR2	"AMDM, ANPb, ANPRB, GC-B, GUCY2B, NPRB"	P20594
NPR3	"ANPRC, C5orf23, FLJ14054, GUCY2B, NPRC"	P17342
NPRL2	"NPR2, NPR2L, TUSC4"	Q8WTW4
NPRL3	"C16orf35, CGTHBA, HS-40, MARE, NPR3, RMD11"	Q12980
NPSR1	"GPR154, GPRA, PGR14"	Q6W5P4
NR0B1	"AHC, AHCH, DAX1, DSS"	P51843
NR0B2	SHP	Q15466
NR1H4	"FXR, HRR-1, HRR1, RIP14"	Q96RI1
NR2E3	"PNR, rd7, RP37"	Q9Y5X4
NR2F1	"COUP-TFI, COUPTF1, EAR-3, ERBAL3, SVP44, TCFCOUP1, TFCOUP1"	P10589
NR2F2	"ARP1, COUP-TFII, COUPTF2, COUPTFB, NF-E3, SVP40, TFCOUP2"	P24468
NR3C1	"GR, GRL"	P04150
NR3C2	"MLR, MR"	P08235
NR4A2	"HZF-3, NOT, NURR1, RNR1, TINUR"	P43354
NR4A3	"CHN, CSMF, MINOR, NOR1"	Q92570
NR5A1	"AD4BP, ELP, FTZ1, FTZF1, hSF-1, SF-1, SF1"	Q13285
NRAS	N-ras	P01111
NRCAM	"Bravo, KIAA0343"	Q92823
NRG1	"GGF, HGL, HRG, NDF, NRG1-IT2"	Q02297
NRIP1	RIP140	P48552
NRL	"D14S46E, NRL-MAF, RP27"	P54845
NRROS	"ELLP3030, GARPL1, LRRC33, MGC50789, UNQ3030"	Q86YC3
NRTN	NTN	Q99748
NRXN1	"Hs.22998, KIAA0578"	"P58400, Q9ULB1"
NSD1	"ARA267, FLJ22263, KMT3B, STO"	Q96L73
NSD2	"KMT3G, MMSET, WHSC1"	O96028
NSD3	"FLJ20353, KMT3F, WHISTLE, WHSC1L1"	Q9BZ95
NSDHL	"H105e3, SDR31E1, XAP104"	Q15738
NSF	"SEC18, SKD2"	P46459
NSMCE2	"C8orf36, FLJ32440, MMS21, NSE2, ZMIZ7"	Q96MF7
NSMCE3	"HCA4, MAGEG1, MAGEL3, NDNL2, NSE3"	Q96MG7
NSMF	NELF	Q6X4W1
NSRP1	"CCDC55, DKFZP434K1421, NSrp70"	Q9H0G5
NSUN2	"FLJ20303, Misu, MRT5, SAKI, TRM4"	Q08J23
NSUN3	FLJ22609	Q9H649
NSUN5	"FLJ10267, NOL1R, NSUN5A, p120(NOL1), WBSCR20, WBSCR20A, Ynl022cL"	Q96P11
NT5C2	"cN-II, GMP, NT5B, PNT5, SPG45, SPG65"	P49902
NT5C3A	"cN-III, hUMP1, NT5C3, p36, P5'N-1, PN-I, POMP, PSN1, UMPH, UMPH1"	Q9H0P0
NT5E	"CALJA, CD73, eN, eNT, NT5"	P21589
NTF4	"GLC1O, NT-4/5, NTF5"	P34130
NTHL1	"NTH1, OCTS3"	P78549
NTN1	"NET1, NTN1L"	O95631
NTNG2	"KIAA1857, Lmnt2, NTNG1"	Q96CW9
NTRK1	"MTC, TRK, TRKA"	P04629
NTRK2	TRKB	Q16620
NTRK3	TRKC	Q16288
NUAK2	"FLJ90349, SNARK"	Q9H093
NUBPL	"C14orf127, FLJ12660, huInd1, IND1"	Q8TB37
NUDT2	APAH1	P50583
NUP107	NUP84	P57740
NUP133	FLJ10814	Q8WUM0
NUP155	"KIAA0791, N155"	O75694
NUP160	"FLJ22583, KIAA0197"	Q12769
NUP188	KIAA0169	Q5SRE5
NUP205	"C7orf14, KIAA0225"	Q92621
NUP214	"CAIN, CAN, D9S46E, N214"	P35658
NUP37	"FLJ22618, MGC5585"	Q8NFH4
NUP62	"DKFZp547L134, FLJ20822, FLJ43869, IBSN, MGC841, p62, SNDI"	P37198
NUP85	"FLJ12549, NUP75"	Q9BW27
NUP88	MGC8530	Q99567
NUP93	KIAA0095	Q8N1F7
NUP98	"NUP196, NUP96, Nup98-96, Nup98-Nup96"	P52948
NUS1	"C6orf68, MGC7199, NgBR, TANGO14"	Q96E22
NUTM1	"C15orf55, DKFZp434O192, FAM22H, NUT"	Q86Y26
NXN	"FLJ12614, NRX"	Q6DKJ4
NYX	"CLRP, CSNB1, CSNB1A, CSNB4"	Q9GZU5
OARD1	"C6orf130, dJ34B21.3, MGC19570, TARG1"	Q9Y530
OAS1	"IFI-4, OIAS, OIASI"	P00973
OAT	HOGA	P04181
OBSCN	"ARHGEF30, KIAA1556, KIAA1639, UNC89"	Q5VST9
OBSL1	KIAA0657	O75147
OCA2	"BEY, BEY1, BEY2, D15S12, EYCL, EYCL2, EYCL3, P"	Q04671
OCLN	PPP1R115	Q16625
OCRL	"Dent-2, OCRL1"	Q01968
ODAD1	"CCDC114, CILD20, FLJ32926"	Q96M63
ODAD2	"ARMC4, CILD23, DKFZP434P1735, FLJ10376, FLJ10817, gudu"	Q5T2S8
ODAD3	"CCDC151, MGC20983, ODA10"	A5D8V7
ODAD4	"DKFZP434H0115, TTC25"	Q96NG3
ODAPH	"AI2A4, C4orf26, FLJ23657"	Q17RF5
ODC1	ODC	P11926
OFD1	"71-7A, CXorf5, JBTS10, RP23"	O75665
OGDHL	FLJ10851	Q9ULD0
OGG1	"HMMH, HOGG1, MUTM, OGH1"	O15527
OGT	"FLJ23071, HRNT1, MGC22921, O-GLCNAC, OGT1"	O15294
OLIG2	"BHLHB1, bHLHe19, OLIGO2, PRKCBP2, RACK17"	Q13516
OLR1	"CLEC8A, LOX-1, SCARE1"	P78380
OPA1	"FLJ12460, KIAA0567, MGM1, NPG, NTG"	O60313
OPA3	"FLJ22187, MGA3"	Q9H6K4
OPCML	"IGLON1, OBCAM, OPCM"	Q14982
OPHN1	"ARHGAP41, MRX60, OPN1"	O60890
OPLAH	"5-Opase, OPLA"	O14841
OPN1LW	"CBBM, CBP, COD5, RCP"	P04000
OPN1MW	"CBBM, CBD, COD5, GCP, OPN1MW1"	P04001
OPN1SW	"BCP, BOP, CBT"	P03999
OPTN	"FIP-2, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP"	Q96CV9
ORAI1	"CRACM1, FLJ14466, TMEM142A"	Q96D31
ORC1	"HSORC1, ORC1L, PARC1"	Q13415
ORC4	"HsORC4, ORC4L, Orc4p"	O43929
ORC6	ORC6L	Q9Y5N6
ORMDL3		Q8N138
OSBPL2	"DFNA67, KIAA0772, ORP-2"	Q9H1P3
OSGEP	"GCPL1, KAE1, OSGEP1, PRSMG1, TCS3"	Q9NPF4
OSMR	"OSMRB, OSMRbeta"	Q99650
OSTM1	"GL, HSPC019"	Q86WC4
OTC	"OTC1, OTCase, OTCD"	P00480
OTOA	"CT108, DFNB22"	Q7RTW8
OTOF	"DFNB6, DFNB9, FER1L2"	Q9HC10
OTOG	"FLJ46346, mlemp, OTGN"	Q6ZRI0
OTOGL	"C12orf64, FLJ90579"	Q3ZCN5
OTUD5	"DKFZp761A052, DUBA"	Q96G74
OTUD6B	"CGI-77, DUBA5"	Q8N6M0
OTULIN	"FAM105B, FLJ34884"	Q96BN8
OTX2		P32243
OVOL2	"bA504H3.3, CHED, CHED1, HOVO2, ZNF339"	Q9BRP0
OXCT1	"OXCT, SCOT"	P55809
OXR1	TLDC3	Q8N573
P2RX2	"DFNA41, P2X2"	Q9UBL9
P2RY12	"HORK3, P2Y12, SP1999"	Q9H244
P3H1	"GROS1, LEPRE1, LEPRECAN, MGC117314"	Q32P28
P3H2	"FLJ10718, LEPREL1, MLAT4"	Q8IVL5
P4HA2	"C-P4Halpha(II), lncRNA-PE"	O15460
P4HB	"DSI, ERBA2L, GIT, P4Hbeta, PDI, PDIA1, PO4DB, PO4HB, PROHB"	P07237
P4HTM	"EGLN4, FLJ20262, HIFPH4, P4H-TM, PH-4, PH4, PHD4"	Q9NXG6
PABPN1	"OPMD, PAB2, PABP2"	Q86U42
PACS1	"FLJ10209, KIAA1175"	Q6VY07
PACS2	"KIAA0602, PACS1L"	Q86VP3
PADI3	PDI3	Q9ULW8
PADI4	"PAD, PADI5, PDI4, PDI5"	Q9UM07
PADI6		Q6TGC4
PAFAH1B1	"LIS1, MDCR, MDS, NudF, PAFAH"	P43034
PAH	PH	P00439
PAICS	"ADE2H1, AIRC, PAIS"	P22234
PAK1		Q13153
PAK2	"PAK65, PAKgamma"	Q13177
PAK3	"bPAK, hPAK3, MRX30, MRX47"	O75914
PALB2	"FANCN, FLJ21816"	Q86YC2
PALLD	"CGI-151, KIAA0992, SIH002"	Q8WX93
PAM16	"Magmas, Tim16, TIMM16"	Q9Y3D7
PANK2	"C20orf48, FLJ11729, HARP, HSS, NBIA1, PKAN"	Q9BZ23
PANK4	FLJ10782	Q9NVE7
PANX1	"MRS1, PX1, UNQ2529"	Q96RD7
PAPPA2	"PAPP-A2, PAPPE, PLAC3"	Q9BXP8
PAPSS2	ATPSK2	O95340
PARD3	"ASIP, Baz, Bazooka, PAR3, PARD3A, PPP1R118"	Q8TEW0
PARK7	"DJ-1, DJ1, GATD2"	Q99497
PARN	DAN	O95453
PARP9	"ARTD9, BAL, BAL1"	Q8IXQ6
PARS2	DKFZp727A071	Q7L3T8
PATL2	Pat1a	C9JE40
PATZ1	"dJ400N23, MAZR, PATZ, RIAZ, ZBTB19, ZNF278, ZSG"	Q9HBE1
PAX1		P15863
PAX2	PAX-2	Q02962
PAX3	"HUP2, PAX-3, WS1"	P23760
PAX4	MODY9	O43316
PAX5	"BSAP, PAX-5"	Q02548
PAX6	"AN, AN1, AN2, D11S812E, WAGR"	P26367
PAX7	Hup1	P23759
PAX8	PAX-8	Q06710
PAX9		P55771
PBRM1	"BAF180, PB1, SMARCH1"	Q86U86
PBX1		P40424
PC	PCB	P11498
PCARE	"C2orf71, FLJ34931, RP54"	A6NGG8
PCBD1	"DCOH, PCBD, PCD"	P61457
PCCA		P05165
PCCB		P05166
PCDH11Y	"PCDH22, PCDHY"	Q9BZA8
PCDH12		Q9NPG4
PCDH15	"CDHR15, DFNB23, USH1F"	Q96QU1
PCDH19	"EFMR, EIEE9, KIAA1313"	Q8TAB3
PCDHGC4	PCDH-GAMMA-C4	Q9Y5F7
PCGF2	"MEL-18, RNF110, ZNF144"	P35227
PCK1	PEPCK-C	P35558
PCK2	"PEPCK, PEPCK2"	Q16822
PCLO	"ACZ, DKFZp779G1236, KIAA0559"	Q9Y6V0
PCM1	PTC4	Q15154
PCNA		P12004
PCNT	"KEN, KIAA0402, PCN, PCNT2, PCNTB, SCKL4"	O95613
PCSK1	"NEC1, PC1, PC1/3, PC3, SPC3"	P29120
PCSK9	"FH3, HCHOLA3, NARC-1"	Q8NBP7
PCYT1A	"CCTalpha, CT, CTPCT, PCYT1"	P49585
PCYT2	ET	Q99447
PDCD1	"CD279, hSLE1, PD-1, PD1, SLEB2"	Q15116
PDCD10	"CCM3, TFAR15"	Q9BUL8
PDE10A		Q9Y233
PDE11A		Q9HCR9
PDE1C	Hcam3	Q14123
PDE2A		O00408
PDE3A	CGI-PDE	Q14432
PDE4D	DPDE3	Q08499
PDE4DIP	"CMYA2, KIAA0454, KIAA0477, MMGL"	Q5VU43
PDE6A	"PDEA, RP43"	P16499
PDE6B	"CSNB3, CSNBAD2, PDEB, rd1, RP40"	P35913
PDE6C	"ACHM5, COD4, PDEA2"	P51160
PDE6D	JBTS22	O43924
PDE6G	"PDEG, RP57"	P18545
PDE6H		Q13956
PDE8B		O95263
PDGFB	"SIS, SSV"	P01127
PDGFRA	"CD140a, GAS9, PDGFR2"	P16234
PDGFRB	"CD140b, JTK12, PDGFR, PDGFR1"	P09619
PDGFRL	PRLTS	Q15198
PDHA1	"E1alpha, PDHA"	P08559
PDHA2	PDHAL	P29803
PDHB	"E1beta, PDHE1B"	P11177
PDHX	"DLDBP, E3BP, OPDX, PDX1, proX"	O00330
PDK3		Q15120
PDP1	"PDH, PDP, PPM2A, PPM2C"	Q9P0J1
PDSS1	"COQ1, COQ1A, TPRT, TPT"	Q5T2R2
PDSS2	"bA59I9.3, C6orf210, COQ1B"	Q86YH6
PDX1	"GSF, IDX-1, IPF1, IUF-1, MODY4, PDX-1, STF-1"	P52945
PDXK	"C21orf124, C21orf97, FLJ21324, FLJ31940, MGC15873, PKH, PNK, PRED79"	O00764
PDYN	"ADCA, PENKB, SCA23"	P01213
PDZD7	"bA108L7.8, DFNB57, FLJ23209, PDZK7"	Q9H5P4
PEPD		P12955
PER2	KIAA0347	O15055
PER3		P56645
PERCC1		A0A1W2PR82
PERP	"dJ496H19.1, KCP1, KRTCAP1, PIGPC1, THW"	Q96FX8
PET100	C19orf79	P0DJ07
PET117	CSRP2BP	Q6UWS5
PEX1	"ZWS, ZWS1"	O43933
PEX10	RNF69	O60683
PEX11B	PEX11beta	O96011
PEX12		O00623
PEX13		Q92968
PEX14		O75381
PEX16		Q9Y5Y5
PEX19	"D1S2223E, HK33, PMP1, PMPI, PXF, PXMP1"	P40855
PEX2	"PAF-1, PMP35, PXMP3, RNF72, ZWS3"	P28328
PEX26	FLJ20695	Q7Z412
PEX3		P56589
PEX5	"PTS1R, PXR1"	P50542
PEX6	"PAF-2, PXAAA1"	Q13608
PEX7	"PTS2R, RD"	O00628
PFKM	"PFK-1, PFKX, PPP1R122"	P08237
PFN1		P07737
PGAM2	PGAM-M	P15259
PGAP1	"Bst1, FLJ12377, SPG67"	Q75T13
PGAP2	"CWH43-N, FRAG1, MRT17, MRT21"	Q9UHJ9
PGAP3	"CAB2, MGC9753, PER1, PERLD1, PP1498"	Q96FM1
PGBD5	"DKFZp761A0620, FLJ11413"	Q8N414
PGK1		P00558
PGM1		P36871
PGM3	"AGM1, DKFZP434B187, PAGM"	O95394
PHACTR1	"dJ257A7.2, KIAA1733, RPEL1"	Q9C0D0
PHC1	"EDR1, HPH1, RAE28"	P78364
PHEX	"HPDR, HPDR1, HYP, HYP1, PEX, XLH"	P78562
PHF1	"MTF2L2, PCL1, TDRD19C"	O43189
PHF21A	"BHC80, BM-006, KIAA1696"	Q96BD5
PHF23	"FLJ16355, MGC2941"	Q9BUL5
PHF6	"BFLS, BORJ, CENP-31, KIAA1823, MGC14797"	Q8IWS0
PHF8	"JHDM1F, KDM7B, KIAA1111, ZNF422"	Q9UPP1
PHGDH	"PDG, PGDH, SERA"	O43175
PHIP	"BRWD2, DCAF14, FLJ20705, ndrp, WDR11"	Q8WWQ0
PHKA1	PHKA	P46020
PHKA2	"PHK, PYK"	P46019
PHKB		Q93100
PHKG2		P15735
PHOX2A	"ARIX, CFEOM2, FEOM2, PMX2A"	O14813
PHOX2B	"NBPhox, PMX2B"	Q99453
PHYH	"PAHX, PHYH1, RD"	O14832
PHYKPL	"AGXT2L2, MGC15875"	Q8IUZ5
PI4KA	"PI4K-ALPHA, pi4K230, PIK4CA"	P42356
PIBF1	"C13orf24, CEP90, PIBF"	Q8WXW3
PICALM	"CALM, CLTH"	Q13492
PIDD1	"DKFZp434D229, LRDD, MGC16925, PIDD"	Q9HB75
PIEZO1	"FAM38A, KIAA0233"	Q92508
PIEZO2	"C18orf30, C18orf58, FAM38B, FAM38B2, FLJ23144, FLJ23403, FLJ34907, HsT748, HsT771"	Q9H5I5
PIGA	"GPI3, PIG-A"	P37287
PIGB		Q92521
PIGC		Q92535
PIGF		Q07326
PIGG	"FLJ20265, GPI7, LAS21"	Q5H8A4
PIGH	GPI-H	Q14442
PIGK	"GPI8, hGPI8"	Q92643
PIGL		Q9Y2B2
PIGM	GPI-MT-I	Q9H3S5
PIGN	"MCD4, PIG-N"	O95427
PIGO	"DKFZp434M222, FLJ00135"	Q8TEQ8
PIGP	"DCRC, DSCR5, DSRC"	P57054
PIGQ	"GPI1, hGPI1"	Q9BRB3
PIGS		Q96S52
PIGT		Q969N2
PIGU	"bA346K17.2, CDC91L1, GAB1"	Q9H490
PIGV	FLJ20477	Q9NUD9
PIGW	"FLJ37433, Gwt1"	Q7Z7B1
PIGY	MGC14156	Q3MUY2
PIK3C2A	PI3K-C2alpha	O00443
PIK3CA	PI3K	P42336
PIK3CD	p110D	O00329
PIK3CG		P48736
PIK3R1	"GRB1, p85, p85-ALPHA"	P27986
PIK3R2	"p85, P85B"	O00459
PIK3R5	"p101, P101-PI3K"	Q8WYR1
PIKFYVE	"FAB1, KIAA0981, MGC40423, p235, PIP5K, PIP5K3, ZFYVE29"	Q9Y2I7
PINK1	"BRPK, PARK6"	Q9BXM7
PIP5K1C	"KIAA0589, LCCS3, PIP5Kgamma"	O60331
PISD	"dJ858B16.2, PSDC"	Q9UG56
PITPNM3	"ACKR6, CORD5, NIR1, RDGBA3"	Q9BZ71
PITRM1	"hMP1, KIAA1104, MP1, PreP"	Q5JRX3
PITX1	"BFT, POTX, PTX1"	P78337
PITX2	"ARP1, Brx1, IGDS, IHG2, IRID2, Otlx2, RGS, RIEG, RIEG1, RS"	Q99697
PITX3	ASMD	O75364
PIWIL1	"CT80.1, HIWI, PIWI"	Q96J94
PJVK	DFNB59	Q0ZLH3
PKD1	"PBP, Pc-1, TRPP1"	P98161
PKD1L1	PRO19563	Q8TDX9
PKD2	"Pc-2, PC2, PKD4, TRPP2"	Q13563
PKDCC	"SgK493, Vlk"	Q504Y2
PKHD1	"ARPKD, FCYT, FPC, TIGM1"	P08F94
PKLR		P30613
PKP1	B6P	Q13835
PKP2		Q99959
PLA2G4A	"cPLA2-alpha, PLA2G4"	P47712
PLA2G5		P39877
PLA2G6	"iPLA2, iPLA2beta, NBIA2, PARK14, PNPLA9"	O60733
PLA2G7	"LDL-PLA2, PAFAH"	Q13093
PLAA	"DOA1, FLJ11281, FLJ12699, PLA2P, PLAP"	Q9Y263
PLAG1	ZNF912	Q6DJT9
PLAGL1	"LOT1, ZAC"	Q9UM63
PLAT		P00750
PLAU	"UPA, URK"	P00749
PLCB1	"KIAA0581, PLC-I, PLC154"	Q9NQ66
PLCB3		Q01970
PLCB4		Q15147
PLCD1		P51178
PLCE1	"KIAA1516, NPHS3, PLCE"	Q9P212
PLCG2		P16885
PLCH1	"DKFZp434C1372, KIAA1069, MGC117152, PLCeta1, PLCL3"	Q4KWH8
PLCZ1	"NYD-SP27, PLCzeta"	Q86YW0
PLD1		Q13393
PLD3	HU-K4	Q8IV08
PLEC	"EBS1, PCN, PLEC1, PLTN"	Q15149
PLEKHG2	"ARHGEF42, CLG, FLJ00018"	Q9H7P9
PLEKHG5	"GEF720, KIAA0720, Syx, Tech"	O94827
PLEKHM1	KIAA0356	Q9Y4G2
PLG		P00747
PLIN1	PLIN	O60240
PLK1	PLK	P53350
PLK4	"Sak, STK18"	O00444
PLN	"CMD1P, PLB"	P26678
PLOD1	"LH1, LLH, PLOD"	Q02809
PLOD2	"LH2, TLH"	O00469
PLOD3	LH3	O60568
PLP1	"GPM6C, PLP, SPG2"	P60201
PLPBP	PROSC	O94903
PLS1		Q14651
PLS3	T-plastin	P13797
PLVAP	"FELS, gp68, PV-1, PV1"	Q9BX97
PLXNA1	"NOV, PLXN1"	Q9UIW2
PMFBP1		Q8TBY8
PML	"MYL, RNF71, TRIM19"	P29590
PMM2	"CDG1, CDG1a, CDGS, PMI, PMI1"	O15305
PMP2	"FABP8, M-FABP, MP2"	P02689
PMP22	"CMT1A, GAS3, HMSNIA, HNPP, Sp110"	Q01453
PMPCA	"Alpha-MPP, CLA1, INPP5E, KIAA0123, MAS2, SCAR2"	Q10713
PMPCB	"beta-MPP, MAS1, MPPB, MPPP52"	O75439
PMS2	"H_DJ0042M02.9, HNPCC4, MLH4, PMS-2, PMSL2"	P54278
PMVK	"HUMPMKI, PMK, PMKA"	Q15126
PNKD	"BRP17, DKFZp564N1362, DYT8, FKSG19, FPD1, KIAA1184, KIPP1184, MGC31943, MR-1, MR-1S, PDC, PKND1, TAHCCP2"	Q8N490
PNKP	PNK	Q96T60
PNLDC1	"dJ195P10.2, FLJ40240, Trimmer"	Q8NA58
PNLIP	PL	P16233
PNP	"NP, PUNP"	P00491
PNPLA1	"dJ50J22.1, FLJ38755"	Q8N8W4
PNPLA2	"ATGL, desnutrin, FP17548, iPLA2zeta, TTS-2.2"	Q96AD5
PNPLA3	"adiponutrin, ADPN, C22orf20, dJ796I17.1, FLJ22012, iPLA2epsilon"	Q9NST1
PNPLA4	"DXS1283E, GS2, iPLA2eta"	P41247
PNPLA6	"iPLA2delta, NTE, SPG39, sws"	Q8IY17
PNPLA8	"IPLA2-2, IPLA2G, iPLA2gamma"	Q9NP80
PNPO	PDXPO	Q9NVS9
PNPT1	"DFNB70, old-35, OLD35, PNPase"	Q8TCS8
POC1A	"DKFZP434C245, WDR51A"	Q8NBT0
POC1B	"FLJ14923, TUWD12, WDR51B"	Q8TC44
POF1B	"FLJ22792, POF"	Q8WVV4
POFUT1	"FUT12, KIAA0180, O-Fuc-T, O-FUT"	Q9H488
POGLUT1	"9630046K23Rik, C3orf9, hCLP46, KDELCL1, KTELC1, MDS010, MDSRP, MGC32995, Rumi"	Q8NBL1
POGZ	"KIAA0461, ZNF280E, ZNF635"	Q7Z3K3
POLA1	"NSX, p180, POLA"	P09884
POLD1	"CDC2, POLD"	P28340
POLE	POLE1	Q07864
POLG	"POLG1, POLGA"	P54098
POLG2	"HP55, MTPOLB"	Q9UHN1
POLH	"RAD30A, XP-V"	Q9Y253
POLQ	POLH	O75417
POLR1A	"DKFZP586M0122, FLJ21915, RPA1, RPA190, RPO1-4"	O95602
POLR1B	"FLJ10816, FLJ21921, RPA135, RPA2, Rpo1-2"	Q9H9Y6
POLR1C	"AC40, RPA39, RPA40, RPA5, RPAC1, RPC40"	O15160
POLR1D	"AC19, MGC9850, RPA16, RPA9, RPAC2, RPO1-3"	"P0DPB5, P0DPB6"
POLR3A	"C160, hRPC155, RPC1, RPC155"	O14802
POLR3B	"C128, FLJ10388, RPC2"	Q9NW08
POLR3F	"C34, RPC39, RPC6"	Q9H1D9
POLR3GL	"flj32422, MGC3200"	Q9BT43
POLR3K	"C11, RPC11"	Q9Y2Y1
POLRMT	"APOLMT, h-mtRPOL, MTRNAP, MTRPOL"	O00411
POMC	"ACTH, CLIP, LPH, MSH, NPP, POC"	P01189
POMGNT1	"FLJ20277, LGMD2O, MEB, MGAT1.2"	Q8WZA1
POMGNT2	"AGO61, C3orf39, FLJ14566, GTDC2"	Q8NAT1
POMK	"FLJ23356, SgK196"	Q9H5K3
POMP	"C13orf12, HSPC014, UMP1"	Q9Y244
POMT1	LGMD2K	Q9Y6A1
POMT2	LGMD2N	Q9UKY4
PON1	"ESA, PON"	P27169
POP1		Q99575
POPDC3	"bA355M14.1, MGC22671, POP3"	Q9HBV1
POR	"CYPOR, FLJ26468"	P16435
PORCN	"DHOF, MG61, por, PORC, PPN"	Q9H237
POT1	"DKFZp586D211, hPot1"	Q9NUX5
POU1F1	"GHF-1, PIT-1, PIT1, POU1F1a"	P28069
POU2AF1	"BOB1, OBF1, OCA-B"	Q16633
POU3F3	"BRN1, OTF8"	P20264
POU4F1	"BRN3A, RDC-1"	Q01851
POU4F3	"BRN3C, DFNA15, DFNA42, DFNA52"	Q15319
POU6F2	RPF-1	P78424
PPA2	FLJ20459	Q9H2U2
PPARG	"NR1C3, PPARG1, PPARG2, PPARgamma"	P37231
PPCS	FLJ11838	Q9HAB8
PPIB	"B, CYP-S1, CYPB, OI9, PPIase, SCYLP"	P23284
PPIL1	CYPL1	Q9Y3C6
PPIP5K2	"CFAP160, DFNB100, HISPPD1, KIAA0433, VIP2"	O43314
PPM1D	"PP2C-DELTA, Wip1"	O15297
PPM1F	"CAMKP, CaMKPase, FEM-2, KIAA0015, POPX2"	P49593
PPM1K	"BDP, DKFZp761G058, hPTMP, PP2Ckappa, PP2Cm"	Q8N3J5
PPOX	"PPO, VP"	P50336
PPP1CB	"MP, PP-1B, PP1B, PP1beta, PP1c, PPP1beta"	P62140
PPP1R12A	"M130, MBS, MYPT1"	O14974
PPP1R15B	FLJ14744	Q5SWA1
PPP1R21	"CCDC128, FLJ16566, KLRAQ1"	Q6ZMI0
PPP1R3A	"GM, PPP1R3"	Q16821
PPP2CA	"PP2AC, PP2Calpha"	P67775
PPP2R1A	"PP2A-Aalpha, PP2AA, PR65A"	P30153
PPP2R2B	"B55beta, PR52B, PR55-BETA, SCA12"	Q00005
PPP2R3C	"C14orf10, FLJ20644, G4-1, G5PR"	Q969Q6
PPP2R5D	"B56D, B56delta"	Q14738
PPP3CA	"CALN, CALNA, CNA1, PPP2B"	Q08209
PPT1	"CLN1, INCL, PPT"	P50897
PQBP1	"MRX2, MRX55, MRXS3, MRXS8, RENS1, SHS"	O60828
PRCC	RCCP1	Q92733
PRCD	RP36	Q00LT1
PRDM1	"BLIMP1, PRDI-BF1"	O75626
PRDM12	PFM9	Q9H4Q4
PRDM13	PFM10	Q9H4Q3
PRDM16	"KIAA1675, KMT8F, MEL1, MGC166915, PFM13"	Q9HAZ2
PRDM5	PFM2	Q9NQX1
PRDM6	"KMT8C, PRISM"	Q9NQX0
PRDM8	KMT8D	Q9NQV8
PRDX3	"AOP-1, AOP1, MER5, SP-22"	P30048
PREPL	KIAA0436	Q4J6C6
PRF1	"HPLH2, P1, PFP"	P14222
